uid,name,pos,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970
AlliGe01,Geronimo Allison,WR,,,,,58.4,52.3,34.8,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HarmKe00,Kelvin Harmon,WR,,,,,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RichPa01,Paul Richardson,WR,,,,,50.5,49.1,128.3,45.8,4.5,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WalkHu00,Delanie Walker,TE,,,,,44.0,7.2,137.5,155.6,197.4,144.5,123.1,60.9,47.8,47.4,33.2,25.2,33.9,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BrowJa03,Jaron Brown,WR,,,,,40.0,53.6,87.2,30.2,25.9,45.9,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClayCh00,Charles Clay,TE,,,,,38.7,26.9,92.3,107.7,96.3,107.5,153.9,42.2,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WrigJa02,Jarius Wright,WR,,,,,42.9,76.1,40.8,18.2,62.1,98.9,74.4,55.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WaltMa00,Mark Walton,RB,,,,,34.5,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PoweBi00,Bilal Powell,RB,,,,,29.7,54.8,133.7,168.0,111.6,34.8,122.1,90.2,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuinTr00,Trey Quinn,WR,,,,,38.8,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ElliRh00,Rhett Ellison,TE,,,,,31.7,47.7,47.5,16.3,23.9,38.3,14.6,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WillDu01,Duke Williams,WR,,,,,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DaviTr03,Trevor Davis,WR,,,,,24.4,,10.8,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HardJu00,Justin Hardy,WR,,,,,29.0,32.3,50.1,54.8,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaCoMa00,Matt LaCosse,TE,,,,,25.6,43.0,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DaviVe00,Vernon Davis,TE,,,,,23.3,63.2,100.3,92.3,58.5,49.9,187.0,105.3,146.2,163.4,213.5,62.4,98.9,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeueJe00,Jeff Heuerman,TE,,,,,24.4,55.6,30.7,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLeaNi00,Nick O'Leary,TE,,,,,23.4,18.6,53.2,17.9,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmitDe04,Devin Smith,WR,,,,,19.8,,,2.5,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WatsBe00,Ben Watson,TE,,,,,25.8,69.5,106.7,,153.5,35.6,44.1,92.6,71.5,128.2,84.9,41.9,94.0,102.8,80.6,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HentHa00,Hale Hentges,TE,,,,,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PerkJo02,Joshua Perkins,TE,,,,,19.2,9.2,,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DevaSe00,Seth Devalve,TE,,,,,20.0,15.9,60.0,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EdmuTr00,Trey Edmunds,RB,,,,,17.0,,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HillWe00,Wes Hills,RB,,,,,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WhytKe00,Kerrith Whyte Jr,RB,,,,,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BrauBe00,Ben Braunecker,TE,,,,,14.9,5.7,,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CainDe00,Deon Cain,WR,,,,,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AlleJa01,Javorius Allen,RB,,,,,11.0,76.1,143.1,6.4,123.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SproDa00,Darren Sproles,RB,,,,,14.0,53.5,14.9,136.5,134.0,137.6,137.9,178.6,234.3,112.2,154.5,123.7,48.5,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AtemMa00,Marcell Ateman,WR,,,,,12.1,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JoneT.00,T.J. Jones,WR,,,,,11.3,40.5,62.9,11.8,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NelsJJ00,JJ Nelson,WR,,,,,11.6,9.9,79.0,122.1,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VitaDa00,Danny Vitale,RB,,,,,13.5,0.7,3.4,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BarnKe00,Kenjon Barner,RB,,,,,12.1,7.9,19.8,31.6,17.1,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FalkLu00,Luke Falk,QB,,,,,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HoltJ.01,J.P. Holtz,TE,,,,,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LyncMa00,Marshawn Lynch,RB,,,,,9.4,71.5,154.2,,76.2,283.8,257.3,258.1,229.6,127.2,86.9,209.1,185.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BryaVe00,Ventell Bryant,WR,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WillDa11,Damion Willis,WR,,,,,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CarsTr01,Tra Carson,RB,,,,,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WareSp00,Spencer Ware,RB,,,,,9.8,69.0,,177.3,79.8,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HundBr00,Brett Hundley,QB,,,,,6.1,,123.9,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JoneTe02,Tevin Jones,WR,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LacyCh00,Chris Lacy,WR,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LineZa01,Zach Line,RB,,,,,8.6,20.0,10.6,1.5,31.5,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PattAn00,Andre Patton,WR,,,,,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WalfCl00,Clive Walford,TE,,,,,8.1,,12.5,70.4,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DiMaPa00,Patrick DiMarco,FB,,,,,7.3,8.6,6.1,14.7,29.5,16.7,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HillJo03,Jon Hilliman,RB,,,,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HollAl00,Alexander Hollins,WR,,,,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KendLa00,Lance Kendricks,TE,,,,,6.5,32.5,35.3,84.9,49.0,69.4,65.8,98.9,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WhitDe01,DeAndrew White,WR,,,,,7.1,,2.9,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AndeC.00,C.J. Anderson,RB,,,,,4.3,64.9,161.1,94.5,128.8,194.3,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DaviGe00,Geremy Davis,WR,,,,,5.3,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PerkPa00,Paul Perkins,RB,,,,,4.3,,17.6,69.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AjayJa00,Jay Ajayi,RB,,,,,3.0,40.9,123.1,201.8,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CoreCo00,Cody Core,WR,,,,,4.3,30.5,,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DawkDa01,Dalyn Dawkins,RB,,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FuncDe00,Devin Funchess,WR,,,,,4.7,100.9,163.5,74.6,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HoltJo00,Johnny Holton,WR,,,,,4.5,,40.3,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HymaIs00,Ishmael Hyman,WR,,,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MattJo00,Jordan Matthews,WR,,,,,5.3,52.0,44.7,134.9,188.2,168.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McElCo00,Codey McElroy,TE,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ScotDa02,Da'Mari Scott,WR,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShepRu00,Russell Shepard,WR,,,,,4.0,35.8,36.6,58.5,10.3,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SwitRy00,Ryan Switzer,WR,,,,,6.7,51.4,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BellJo02,Josh Bellamy,WR,,,,,3.0,26.7,56.2,47.4,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BrowFr01,Fred Brown,WR,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CrabMi00,Michael Crabtree,WR,,,,,4.2,105.7,142.8,194.8,188.7,128.2,43.9,207.8,150.0,137.6,96.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DaviRa01,Rashard Davis,WR,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DaviRo00,Robert Davis,WR,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JennDa00,Darius Jennings,WR,,,,,2.7,22.6,,,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeexMa00,Marqise Lee,WR,,,,,3.4,,119.9,146.9,36.4,67.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LogaT.00,T.J. Logan,FB,,,,,3.3,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WilsJe00,Bobo Wilson,WR,,,,,3.0,7.2,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZennZa00,Zach Zenner,RB,,,,,2.7,53.6,8.6,84.0,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CulkSe00,Sean Culkin,TE,,,,,1.7,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FergJo02,Josh Ferguson,RB,,,,,0.9,,3.6,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GranRy01,Ryan Grant,WR,,,,,3.4,56.9,103.8,12.1,50.3,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrieWi00,Will Grier,QB,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrifRy01,Ryan Griffin,QB,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JoneCh10,Charles Jones,TE,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KoyaBe00,Ben Koyack,TE,,,,,1.4,,8.3,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McCoJo01,Josh McCown,QB,,,,,0.8,20.8,205.4,52.1,132.2,126.9,136.1,,25.4,,0.1,-0.3,72.3,2.5,99.3,139.6,68.5,-1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OrtiRi00,Ricky Ortiz,FB,,,,,1.3,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ScarJo00,Jordan Scarlett,RB,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SimoSc00,Scott Simonson,TE,,,,,2.1,19.1,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SwooTy00,Tyrone Swoopes,TE,,,,,1.0,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThomDe05,De'Anthony Thomas,RB,,,,,1.6,11.0,33.7,9.9,35.9,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurnDe01,De'Lance Turner,RB,,,,,0.6,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UrsuJo00,John Ursua,WR,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeveJa00,James Develin,TE,,,,,0.3,36.9,6.8,3.3,,7.8,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrimXa00,Xavier Grimble,TE,,,,,0.8,9.6,11.7,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HogaKr00,Krishawn Hogan,WR,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NixxRo01,Roosevelt Nix,RB,,,,,1.4,6.2,13.6,1.5,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BortBl00,Blake Bortles,QB,,,,,-0.8,173.2,249.7,270.6,316.1,168.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EnunQu00,Quincy Enunwa,WR,,,,,-1.9,67.9,,139.9,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WalkMi00,Michael Walker,WR,,,,,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LuckAn00,Andrew Luck,QB,,,,,,327.4,,307.7,130.8,351.7,292.6,276.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CrowIs00,Isaiah Crowell,RB,,,,,,130.2,129.5,185.1,128.3,117.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MartDo00,Doug Martin,RB,,,,,,110.9,71.5,78.5,215.8,74.3,62.2,287.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NelsJo00,Jordy Nelson,WR,,,,,,125.2,110.7,256.2,,278.9,221.9,143.0,250.3,86.7,55.0,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BaldDo00,Doug Baldwin,WR,,,,,,116.8,185.8,206.6,229.9,134.3,133.4,69.1,128.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlouLe00,LeGarrette Blount,RB,,,,,,81.5,103.6,229.4,119.6,93.1,120.0,27.8,124.4,134.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueAl00,Alfred Blue,RB,,,,,,87.3,41.1,56.0,104.2,89.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OsweBr00,Brock Osweiler,QB,,,,,,68.0,67.9,168.5,116.8,6.1,4.0,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McGuEl00,Elijah McGuire,RB,,,,,,76.4,67.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DoctJo00,Josh Doctson,WR,,,,,,87.2,102.3,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IvorCh00,Chris Ivory,RB,,,,,,71.5,74.2,84.5,187.7,143.4,103.3,36.2,43.4,99.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RobiAl00,Aldrick Robinson,WR,,,,,,61.6,47.5,54.3,,1.1,57.1,48.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TaylTa00,Taywan Taylor,WR,,,,,,69.1,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DixoKe00,Kenneth Dixon,RB,,,,,,51.4,,87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GateAn00,Antonio Gates,TE,,,,,,61.3,64.6,121.3,121.0,188.6,145.7,120.3,151.8,163.2,203.2,146.4,189.9,181.9,214.6,214.9,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BibbKa00,Kapri Bibbs,RB,,,,,,53.8,33.7,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RodgJa00,Jacquizz Rodgers,RB,,,,,,64.0,42.3,84.3,5.6,65.5,115.3,114.9,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BenjKe00,Kelvin Benjamin,WR,,,,,,56.5,111.2,165.6,,189.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KearJe01,Jermaine Kearse,WR,,,,,,61.6,143.5,77.5,123.0,80.9,67.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KessCo00,Cody Kessler,QB,,,,,,38.7,2.9,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PryoTe00,Terrelle Pryor,QB,,,,,,45.1,40.0,174.9,4.6,,143.5,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GarcPi00,Pierre Garcon,WR,,,,,,46.6,70.0,161.6,149.7,127.2,221.0,116.2,164.5,148.5,125.0,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DickEd00,Ed Dickson,TE,,,,,,39.2,64.7,24.4,38.6,22.5,45.8,33.0,109.8,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmitTo02,Torrey Smith,WR,,,,,,41.5,72.7,54.7,108.8,167.2,171.3,158.9,155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HarrMa05,Maurice Harris,WR,,,,,,45.4,14.2,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ElliBr00,Bruce Ellington,WR,,,,,,44.1,61.2,,20.5,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MurpMa03,Marcus Murphy,RB,,,,,,33.1,5.8,0.8,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RobeMi01,Michael Roberts,TE,,,,,,32.5,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BryaMa00,Martavis Bryant,WR,,,,,,36.4,107.5,,145.2,117.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SwooEr00,Erik Swoope,TE,,,,,,30.7,,43.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaFeBr00,Brandon LaFell,WR,,,,,,31.5,98.8,154.0,70.9,173.6,118.7,117.2,97.3,77.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmitRo06,Rod Smith,RB,,,,,,29.2,82.9,0.9,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WillCh05,Chad Williams,WR,,,,,,32.5,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CeleGa00,Garrett Celek,TE,,,,,,23.5,68.1,65.5,46.1,6.3,4.8,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MarsBr00,Brandon Marshall,WR,,,,,,25.1,24.4,126.3,284.7,148.6,255.5,275.6,197.2,160.7,226.4,208.1,229.2,54.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FloyMi00,Michael Floyd,WR,,,,,,23.0,12.8,97.3,146.9,141.8,166.6,88.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CarrLe00,Leonte Carroo,WR,,,,,,17.8,10.4,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeggJo00,Jordan Leggett,TE,,,,,,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HolmAn00,Andre Holmes,WR,,,,,,22.7,36.5,37.6,51.1,116.8,61.6,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThomDe04,Deonte Thompson,WR,,,,,,24.6,86.0,45.9,9.1,,14.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MereCa00,Cameron Meredith,WR,,,,,,19.9,,146.5,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MizzTa00,Taquan Mizzell,RB,,,,,,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PaulLo00,Logan Paulsen,TE,,,,,,19.6,,3.0,,18.3,54.7,49.3,19.3,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SefeAu00,Austin Seferian-Jenkins,TE,,,,,,20.5,76.7,27.9,68.3,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ArtiCa00,Cameron Artis-Payne,RB,,,,,,15.9,16.2,28.0,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JoneAn01,Andy Jones,WR,,,,,,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BradSa00,Sam Bradford,QB,,,,,,12.7,27.0,221.4,194.9,,118.6,230.5,89.2,190.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ButlBr00,Brice Butler,WR,,,,,,15.0,57.2,47.9,31.8,50.5,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RidlSt00,Stevan Ridley,RB,,,,,,13.3,16.8,0.7,10.8,50.0,122.5,202.4,52.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DerbA.00,A.J. Derby,TE,,,,,,12.3,44.9,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GranCo00,Corey Grant,RB,,,,,,15.2,40.4,33.9,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FordKe00,Keith Ford,RB,,,,,,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PaulNi00,Niles Paul,WR,,,,,,14.5,16.3,3.7,,74.2,7.1,25.1,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RogeEl00,Eli Rogers,WR,,,,,,15.5,27.9,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WestCh01,Charcandrick West,RB,,,,,,10.6,59.7,80.1,122.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ColeCo00,Corey Coleman,WR,,,,,,10.1,54.0,76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LengMa00,Matt Lengel,TE,,,,,,9.2,,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AndeDe00,Derek Anderson,QB,,,,,,6.5,0.5,16.5,1.2,50.4,,2.3,-0.2,91.1,34.3,90.1,252.5,38.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GresJe00,Jermaine Gresham,TE,,,,,,11.9,60.7,69.6,37.3,107.0,86.8,133.7,121.6,97.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewsDe00,Detrez Newsome,RB,,,,,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrinDa00,David Grinnage,TE,,,,,,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
